OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE
Onslow Salt Condenser Ponds,mineral deposit,WA,Salt,115.1561,-21.7063
Scaddan Gypsum West / Wandhill,mineral deposit,WA,Gypsum,121.7323,-33.334
Ablett Rd Lot 2944 Cowaramup / APH,mineral deposit,WA,Gravel,115.1009,-33.8786
Turner River Environmental Group,mineral deposit,WA,"Aggregate - undifferentiated, Sand - construction, Sand - undifferentiated",118.5219,-20.643
Dunham River Gravel,mineral deposit,WA,"Gravel, Sand - undifferentiated",128.6038,-15.8322
Orange Grove - Bridgetown Black,mineral deposit,WA,"Dimension stone, Dolerite",116.0769,-33.9818
PAN 2/4,mineral deposit,WA,"Nickel, Cobalt",121.8905,-28.7422
C5 - Wiluna West,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",119.9393,-26.661
Boyanup-Picton Road Crooked Brook,mineral deposit,WA,Sand - undifferentiated,115.7442,-33.4224
Daydream,mineral deposit,WA,Iron,119.3892,-22.3281
Green - Cloud Break,mineral deposit,WA,Iron,119.416,-22.3277
Railway-Railink / United Minerals,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",118.689,-22.8892
Falcon - Lone - Cooljarloo,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon",115.3191,-30.5672
Onslow West 2 / NTC,Mine - Openpit,WA,"Sand - undifferentiated, Gravel",115.0844,-21.6889
Meda Gravel,mineral deposit,WA,"Gravel, Bush rock",123.9626,-17.3923
Mt Deans West Lode,mineral deposit,WA,"Tantalum, Tin, Niobium",121.768,-32.3062
Poldarks,mineral deposit,WA,"Tantalum, Tin, Niobium",121.7806,-32.3141
Kimberley 33,mineral deposit,WA,Diamond - undifferentiated,124.856,-17.5683
Carrido Spring,mineral deposit,WA,Aggregate - undifferentiated,115.6796,-29.1579
Mt Marion North Pit 2,mineral deposit,WA,"Iron, Lithium, Lithium oxide, Tantalum, Mica",121.4611,-31.0709
Great Northern Hwy Lot 42 Chittering - Donnington Springs Pit,mineral deposit,WA,"Clay, Kaolin, Clay - brick, Shale",116.0467,-31.4966
Morangup Rd Schist Pit / Australbricks,mineral deposit,WA,"Clay, Clay - brick, Shale, Kaolin",116.3262,-31.6003
Mayfield Rd Lot 100 West Coolup / Australbricks,mineral deposit,WA,"Clay, Clay - brick, Shale, Kaolin",115.8311,-32.7802
Springhill Rd Lot 83 Parkfield / Catalano,mineral deposit,WA,"Limestone, Sand - undifferentiated",115.7088,-33.1771
Mt Mason,mineral deposit,WA,"Unspecified/Unknown, Magnesia (magnesium oxide), Phosphorus, Sulphur, Alumina, Iron",120.363,-29.117
Newman Line Rail Ballast - Quarry 2 (73 Km),mineral deposit,WA,Aggregate - undifferentiated,118.684,-20.9209
Hole in the Wall Phosphate,mineral deposit,WA,Phosphate,115.6491,-30.683
Caves Phosphate,mineral deposit,WA,Phosphate,115.6305,-30.73
Minyulo,mineral deposit,WA,Phosphate,115.671,-30.7143
Emu Hill Phosphate - Dandaragan,mineral deposit,WA,Phosphate,115.6348,-30.4342
Wedges Phosphate,mineral deposit,WA,Phosphate,115.6614,-30.7287
Vine Cottage Phosphate,mineral deposit,WA,Phosphate,115.6993,-30.6632
Summer Hill Phosphate,mineral deposit,WA,Phosphate,115.6388,-30.6024
Duck Hill Chrysoprase,mineral deposit,WA,"Chrysoprase, Magnesite, Ornamental stone",122.2585,-29.5114
Maitland River - Toorare Pool 2,mineral deposit,WA,Sand - undifferentiated,116.7832,-20.9797
Hardey River Sand 2 / Holcim,Mine - Openpit,WA,Sand - undifferentiated,117.5044,-22.7726
Paystar - Plug,mineral deposit,WA,Manganese,121.2504,-21.653
Wodgina Main Lode North,mineral deposit,WA,Tantalum,118.6756,-21.1753
Parry Range Marble,mineral deposit,WA,"Marble, Dimension stone",115.5468,-22.317
Earaheedy Roadbase 1,mineral deposit,WA,Shale,121.5205,-25.5994
Pilgangoora No 3 Workings,mineral deposit,WA,"Tantalum, Tin",118.9096,-21.0596
WABMINES CDS30199,mineral deposit,WA,Gravel,121.0515,-30.3751
WABMINES AMB5544,mineral deposit,WA,Gravel,121.0618,-29.7566
WABMINES CDS32496,mineral deposit,WA,Gravel,121.248,-30.4215
WABMINES CDS32497,mineral deposit,WA,Gravel,121.2472,-30.4212
WABMINES CDS32499,mineral deposit,WA,Gravel,121.2529,-30.422
WABMINES CDS12112,mineral deposit,WA,Gravel,121.0916,-30.724
WABMINES CDS12238,mineral deposit,WA,Gravel,121.0919,-30.7237
WABMINES CDS16303,mineral deposit,WA,Gravel,121.091,-30.723
WABMINES CDS16376,mineral deposit,WA,Gravel,121.0866,-30.7147
WABMINES CDS17260,mineral deposit,WA,Gravel,121.0868,-30.7146
WABMINES CDS17264,mineral deposit,WA,Gravel,121.0864,-30.715
WABMINES AMB4764,mineral deposit,WA,Gravel,121.1582,-30.0778
WABMINES AMB5715,mineral deposit,WA,Gravel,121.0746,-29.743
WABMINES CDS32516,mineral deposit,WA,Gravel,121.2471,-30.4206
WABMINES CDS32517,mineral deposit,WA,Gravel,121.2304,-30.423
WABMINES CDS32518,mineral deposit,WA,Sand - undifferentiated,121.231,-30.4212
WABMINES CDS32519,mineral deposit,WA,Gravel,121.2304,-30.421
WABMINES CDS32521,mineral deposit,WA,Gravel,121.221,-30.4175
WABMINES CDS32523,mineral deposit,WA,Gravel,121.2263,-30.4001
WABMINES CDS32524,mineral deposit,WA,Gravel,121.2216,-30.3976
WABMINES CDS32538,mineral deposit,WA,Gravel,121.1664,-30.4106
WABMINES CDS32539,mineral deposit,WA,Gravel,121.167,-30.4103
WABMINES CDS32540,mineral deposit,WA,Gravel,121.1653,-30.4112
WABMINES CDS32541,mineral deposit,WA,Gravel,121.165,-30.4114
WABMINES CDS32558,mineral deposit,WA,Gravel,121.1303,-30.3973
WABMINES CDS32562,mineral deposit,WA,Gravel,121.1249,-30.3842
WABMINES CDS28920,mineral deposit,WA,Gravel,121.0495,-30.6523
WABMINES AMB2320,mineral deposit,WA,Gravel,120.926,-30.486
WABMINES AMB2323,mineral deposit,WA,Gravel,120.981,-30.4651
WABMINES AMB2324,mineral deposit,WA,Gravel,120.9784,-30.4642
WABMINES AMB2325,mineral deposit,WA,Gravel,120.9781,-30.4643
WABMINES AMB2326,mineral deposit,WA,Gravel,120.9837,-30.4622
WABMINES AMB2327,mineral deposit,WA,Gravel,120.9871,-30.4797
WABMINES AMB2329,mineral deposit,WA,Gravel,121.0191,-30.4318
WABMINES AMB2336,mineral deposit,WA,Gravel,121.0231,-30.3259
Nevills Find,mineral deposit,WA,Beryl - undifferentiated,116.7494,-28.1384
Purtell's,mineral deposit,WA,"Bismuth, Tungsten",116.7425,-28.1531
Rainfall,mineral deposit,WA,Bismuth,116.7418,-28.152
Harrisons Reward 2,mineral deposit,WA,Bismuth,116.7244,-28.1383
Drew's South,mineral deposit,WA,"Topaz, Beryl - undifferentiated, Beryl - emerald",116.739,-28.1582
Clark Hill South 2,mineral deposit,WA,"Iron, Magnetite",119.9708,-29.8644
Southeast Harrison North,mineral deposit,WA,Beryl - undifferentiated,116.7316,-28.1444
Southeast Harrison South,mineral deposit,WA,"Beryl - undifferentiated, Bismuth",116.7317,-28.1456
Carbla Point Coquinite,mineral deposit,WA,Limestone,114.2196,-26.2604
Flagpole Landing Coquinite,mineral deposit,WA,Limestone,114.1653,-26.3985
Green Head South,Deposit - Unspecified,WA,Coal - undifferentiated,115.0804,-30.113
Marchagee 2,mineral deposit,WA,Bentonite,115.98,-30.0778
Marchagee 3,mineral deposit,WA,Bentonite,115.9868,-30.081
FIN10,mineral deposit,WA,"Unspecified/Unknown, Manganese, Phosphorus, Sulphur, Alumina, Iron",120.1808,-30.726
Dalgaranga Graphite 2,Deposit - Unspecified,WA,Graphite,117.1534,-27.7937
WABMINES AMB2125,mineral deposit,WA,Gravel,121.0759,-30.3783
Creek 13,mineral deposit,WA,Tantalum,118.9192,-20.965
WABMINES AMB2162,mineral deposit,WA,Gravel,120.9938,-30.5546
WABMINES AMB2167,mineral deposit,WA,Gravel,120.9288,-30.4937
WABMINES AMB2168,mineral deposit,WA,Gravel,120.9308,-30.492
WABMINES AMB2169,mineral deposit,WA,Gravel,120.9329,-30.492
WABMINES AMB2170,mineral deposit,WA,Gravel,120.9329,-30.4923
WABMINES AMB2171,mineral deposit,WA,Gravel,120.9334,-30.4925
WABMINES AMB2177,mineral deposit,WA,Gravel,120.9292,-30.4933
Creek 7,mineral deposit,WA,Tantalum,118.9235,-20.9699
Creek 8,mineral deposit,WA,Tantalum,118.9087,-20.9817
Creek 2,mineral deposit,WA,Tantalum,118.9187,-20.994
Creek 1,mineral deposit,WA,Tantalum,118.9192,-20.9949
Kumina Creek 4,mineral deposit,WA,Iron,116.8749,-21.8602
Kumina Creek 5,mineral deposit,WA,Iron,116.8806,-21.8568
Kumina Creek 6,mineral deposit,WA,Iron,116.8838,-21.8582
WABMINES AMB0276,mineral deposit,WA,Gravel,121.0933,-30.7237
WABMINES AMB0280,mineral deposit,WA,Gravel,121.095,-30.7194
Mt Gould G1,mineral deposit,WA,Iron,117.338,-25.7925
Mt Gould G2,mineral deposit,WA,Iron,117.3394,-25.7941
Mt Gould G3,mineral deposit,WA,Iron,117.3448,-25.7971
Mt Gould G4,mineral deposit,WA,Iron,117.3463,-25.7997
Mt Gould G5,mineral deposit,WA,Iron,117.3444,-25.8004
M3 - Elsa Mary,Deposit - Unspecified,WA,"Alumina, Iron, Lead, Unspecified/Unknown, Phosphorus, Sulphur, Manganese",118.432,-25.6656
East Mudderwearie,mineral deposit,WA,Manganese,118.6594,-25.6066
WABMINES AMB5054,mineral deposit,WA,Gravel,121.1676,-30.0742
WABMINES AMB5353,mineral deposit,WA,Gravel,121.1634,-30.0516
WABMINES AMB5359,mineral deposit,WA,Gravel,121.123,-29.9198
WABMINES AMB5360,mineral deposit,WA,Gravel,121.1208,-29.9189
WABMINES AMB5361,mineral deposit,WA,Gravel,121.119,-29.9159
WABMINES AMB5362,mineral deposit,WA,Gravel,121.1171,-29.89
WABMINES AMB5363,mineral deposit,WA,Gravel,121.1142,-29.8902
WABMINES AMB5367,mineral deposit,WA,Gravel,121.1079,-29.8745
WABMINES AMB5369,mineral deposit,WA,Gravel,121.0781,-29.8031
WABMINES AMB5379,mineral deposit,WA,Gravel,121.1632,-30.0556
WABMINES AMB5391,mineral deposit,WA,Gravel,121.0688,-29.7663
WABMINES AMB5392,mineral deposit,WA,Gravel,121.0703,-29.766
WABMINES AMB5424,mineral deposit,WA,Gravel,121.0781,-29.7614
WABMINES CDS40249,mineral deposit,WA,Gravel,121.0552,-29.6739
WABMINES CDS40250,mineral deposit,WA,Gravel,121.069,-29.6419
WABMINES CDS40251,mineral deposit,WA,Gravel,121.0695,-29.6444
WABMINES CDS40252,mineral deposit,WA,Gravel,121.0719,-29.6456
WABMINES CDS40253,mineral deposit,WA,Gravel,121.0757,-29.6467
WABMINES CDS40254,mineral deposit,WA,Gravel,121.0696,-29.6494
WABMINES CDS40255,mineral deposit,WA,Gravel,121.0721,-29.6498
WABMINES CDS40256,mineral deposit,WA,Gravel,121.0726,-29.6505
WABMINES CDS40257,mineral deposit,WA,Gravel,121.074,-29.6511
WABMINES CDS40258,mineral deposit,WA,Gravel,121.075,-29.6528
WABMINES CDS40259,mineral deposit,WA,Gravel,121.081,-29.6483
WABMINES CDS40275,mineral deposit,WA,Gravel,121.2602,-29.426
WABMINES CDS40276,mineral deposit,WA,Gravel,121.2623,-29.4271
WABMINES CDS40277,mineral deposit,WA,Gravel,121.2642,-29.4275
WABMINES CDS40279,mineral deposit,WA,Gravel,121.2655,-29.4283
WABMINES CDS40280,mineral deposit,WA,Gravel,121.2664,-29.429
WABMINES CDS40281,mineral deposit,WA,Gravel,121.2666,-29.4294
WABMINES CDS40310,mineral deposit,WA,Gravel,121.2718,-29.4249
WABMINES CDS26536,mineral deposit,WA,Gravel,121.0473,-30.6596
WABMINES CDS36109,mineral deposit,WA,Gravel,121.1617,-30.031
WABMINES CDS34732,mineral deposit,WA,Chalcedony - undifferentiated,120.9638,-30.2352
WABMINES CDS34736,mineral deposit,WA,Chalcedony - undifferentiated,120.9646,-30.232
WABMINES CDS34747,mineral deposit,WA,Gravel,120.9742,-30.2156
WABMINES CDS33999,mineral deposit,WA,Gravel,120.9249,-30.2785
WABMINES CDS34000,mineral deposit,WA,Gravel,120.925,-30.2773
WABMINES CDS29674,mineral deposit,WA,Gravel,121.0269,-30.6173
WABMINES CDS37667,mineral deposit,WA,Gravel,121.0202,-29.6948
WABMINES CDS36249,mineral deposit,WA,Gravel,121.1598,-30.038
WABMINES CDS36250,mineral deposit,WA,Gravel,121.1606,-30.0379
WABMINES CDS36267,mineral deposit,WA,Gravel,121.1411,-29.9838
WABMINES CDS32850,mineral deposit,WA,Gravel,121.1088,-30.3968
WABMINES CDS32851,mineral deposit,WA,Gravel,121.1089,-30.3964
WABMINES CDS34500,mineral deposit,WA,Nickel,120.9611,-30.2271
WABMINES CDS34501,mineral deposit,WA,Nickel,120.9611,-30.2264
WABMINES CDS34502,mineral deposit,WA,Nickel,120.9616,-30.2258
WABMINES CDS34504,mineral deposit,WA,Nickel,120.9657,-30.2291
WABMINES CDS36284,mineral deposit,WA,Gravel,121.1628,-30.0158
WABMINES CDS36285,mineral deposit,WA,Gravel,121.1628,-30.0159
WABMINES CDS36290,mineral deposit,WA,Gravel,121.1596,-30.0085
WABMINES CDS36293,mineral deposit,WA,Gravel,121.1389,-29.9837
WABMINES CDS36298,mineral deposit,WA,Chalcedony - undifferentiated,121.1513,-30.0337
WABMINES CDS36299,mineral deposit,WA,Chalcedony - undifferentiated,121.1519,-30.0338
WABMINES CDS36301,mineral deposit,WA,Chalcedony - undifferentiated,121.1514,-30.0344
WABMINES CDS36302,mineral deposit,WA,Chalcedony - undifferentiated,121.1512,-30.0343
WABMINES CDS36303,mineral deposit,WA,Chalcedony - undifferentiated,121.1519,-30.0345
WABMINES CDS30948,mineral deposit,WA,Chalcedony - undifferentiated,121.0464,-30.3869
WABMINES CDS30949,mineral deposit,WA,Chalcedony - undifferentiated,121.0466,-30.388
WABMINES CDS30950,mineral deposit,WA,Chalcedony - undifferentiated,121.0467,-30.388
WABMINES CDS30951,mineral deposit,WA,Chalcedony - undifferentiated,121.0466,-30.3881
WABMINES CDS30952,mineral deposit,WA,Chalcedony - undifferentiated,121.0467,-30.3881
WABMINES CDS30953,mineral deposit,WA,Chalcedony - undifferentiated,121.0466,-30.3884
WABMINES CDS30954,mineral deposit,WA,Chalcedony - undifferentiated,121.0472,-30.3894
WABMINES CDS30955,mineral deposit,WA,Chalcedony - undifferentiated,121.0482,-30.3895
WABMINES CDS30956,mineral deposit,WA,Chalcedony - undifferentiated,121.0483,-30.3896
WABMINES CDS30957,mineral deposit,WA,Chalcedony - undifferentiated,121.0496,-30.3905
WABMINES CDS30958,mineral deposit,WA,Chalcedony - undifferentiated,121.0497,-30.3906
WABMINES CDS30959,mineral deposit,WA,Chalcedony - undifferentiated,121.0498,-30.3907
WABMINES CDS30960,mineral deposit,WA,Chalcedony - undifferentiated,121.0489,-30.3905
WABMINES CDS30961,mineral deposit,WA,Chalcedony - undifferentiated,121.0489,-30.3906
WABMINES CDS30962,mineral deposit,WA,Chalcedony - undifferentiated,121.0488,-30.3902
WABMINES CDS30963,mineral deposit,WA,Chalcedony - undifferentiated,121.0488,-30.3903
WABMINES CDS30964,mineral deposit,WA,Chalcedony - undifferentiated,121.0488,-30.3904
WABMINES CDS30965,mineral deposit,WA,Chalcedony - undifferentiated,121.0486,-30.3907
WABMINES CDS36312,mineral deposit,WA,Chalcedony - undifferentiated,121.1506,-30.0228
WABMINES CDS34901,mineral deposit,WA,Gravel,120.9776,-30.2171
WABMINES CDS35247,mineral deposit,WA,Chalcedony - undifferentiated,120.9801,-30.2028
WABMINES CDS36370,mineral deposit,WA,Chalcedony - undifferentiated,121.1497,-30.0034
WABMINES CDS36371,mineral deposit,WA,Chalcedony - undifferentiated,121.1495,-30.003
WABMINES CDS36372,mineral deposit,WA,Chalcedony - undifferentiated,121.1492,-30.0029
WABMINES CDS36375,mineral deposit,WA,Chalcedony - undifferentiated,121.1489,-30.0026
WABMINES CDS36376,mineral deposit,WA,Chalcedony - undifferentiated,121.149,-30.003
WABMINES CDS36379,mineral deposit,WA,Chalcedony - undifferentiated,121.1489,-30.0009
WABMINES PJB0189,mineral deposit,WA,Nickel,122.0721,-28.7668
WABMINES PJB0490,mineral deposit,WA,Nickel,122.3719,-28.6261
WABMINES PJB0492,mineral deposit,WA,Nickel,122.2381,-28.4841
WABMINES PJB0515,mineral deposit,WA,Nickel,122.2485,-28.4939
WABMINES PJB0516,mineral deposit,WA,Nickel,122.4945,-28.62
WABMINES CDS46175,mineral deposit,WA,Gravel,120.5769,-29.6784
WABMINES CDS46176,mineral deposit,WA,Gravel,120.5768,-29.6784
WABMINES CDS48169,mineral deposit,WA,Gravel,120.6508,-30.0427
WABMINES CDS43510,mineral deposit,WA,Gravel,121.4471,-29.2101
WABMINES CDS43512,mineral deposit,WA,Gravel,121.4456,-29.2123
WABMINES CDS48750,mineral deposit,WA,Gravel,120.6066,-30.1645
WABMINES CDS48752,mineral deposit,WA,Gravel,120.6352,-30.2084
WABMINES CDS48753,mineral deposit,WA,Gravel,120.635,-30.2075
WABMINES CDS48754,mineral deposit,WA,Gravel,120.6633,-30.2596
WABMINES CDS48755,mineral deposit,WA,Gravel,120.6763,-30.282
WABMINES CDS48756,mineral deposit,WA,Gravel,120.6624,-29.9987
WABMINES CDS44861,mineral deposit,WA,Gravel,122.379,-28.6477
WABMINES CDS44862,mineral deposit,WA,Gravel,122.3794,-28.6485
WABMINES CDS44866,mineral deposit,WA,Gravel,120.8169,-28.9479
WABMINES CDS44867,mineral deposit,WA,Gravel,120.8173,-28.9486
WABMINES CDS44872,mineral deposit,WA,Gravel,121.0367,-28.8544
WABMINES CDS44877,mineral deposit,WA,Gravel,121.0366,-28.8548
WABMINES CDS44879,mineral deposit,WA,Gravel,121.0543,-28.8236
WABMINES CDS44881,mineral deposit,WA,Sand - undifferentiated,121.1503,-28.8465
WABMINES CDS44883,mineral deposit,WA,Gravel,121.2224,-28.8682
WABMINES CDS44885,mineral deposit,WA,Gravel,121.2482,-28.8785
WABMINES CDS48771,mineral deposit,WA,Gravel,120.6731,-29.9656
WABMINES CDS48772,mineral deposit,WA,Gravel,120.6748,-29.954
WABMINES CDS48773,mineral deposit,WA,Gravel,120.6769,-29.9275
WABMINES CDS48774,mineral deposit,WA,Gravel,120.6818,-29.9056
WABMINES CDS48775,mineral deposit,WA,Gravel,120.6885,-29.8684
WABMINES CDS48776,mineral deposit,WA,Gravel,120.7105,-29.8084
WABMINES CDS48778,mineral deposit,WA,Gravel,120.8016,-30.4188
WABMINES CDS48789,mineral deposit,WA,Gravel,120.7617,-30.3867
WABMINES PJB0264,mineral deposit,WA,Gravel,122.1468,-28.7367
WABMINES PJB0265,mineral deposit,WA,Gravel,122.1616,-28.7325
WABMINES PJB0266,mineral deposit,WA,Gravel,122.1601,-28.7326
WABMINES PJB0267,mineral deposit,WA,Gravel,122.159,-28.7321
WABMINES CDS49339,mineral deposit,WA,Gravel,119.2016,-28.1166
WABMINES CDS49340,mineral deposit,WA,Gravel,119.2024,-28.1168
WABMINES CDS49341,mineral deposit,WA,Gravel,119.2018,-28.1187
WABMINES CDS49342,mineral deposit,WA,Gravel,119.1778,-28.1286
WABMINES PJB0628,mineral deposit,WA,Gravel,121.4108,-28.892
WABMINES CDS48312,mineral deposit,WA,Gravel,120.6858,-30.0413
WABMINES CDS43578,mineral deposit,WA,Gravel,121.5676,-28.9291
WABMINES CDS43587,mineral deposit,WA,Gravel,121.5681,-28.9283
WABMINES CDS43591,mineral deposit,WA,Gravel,121.7176,-28.9674
WABMINES CDS43602,mineral deposit,WA,Gravel,121.7684,-28.966
WABMINES CDS43638,mineral deposit,WA,Nickel,121.7832,-28.9569
WABMINES CDS49121,mineral deposit,WA,Gravel,119.2845,-28.0311
WABMINES PJB1456,mineral deposit,WA,Gravel,120.5653,-29.4493
WABMINES PJB1457,mineral deposit,WA,Gravel,120.5931,-29.4849
WABMINES PJB1458,mineral deposit,WA,Gravel,120.6181,-29.5679
WABMINES CDS42552,mineral deposit,WA,Gravel,121.4656,-29.2764
WABMINES CDS43677,mineral deposit,WA,Gravel,121.7754,-28.9508
WABMINES CDS43680,mineral deposit,WA,Nickel,121.791,-28.9403
WABMINES CDS45021,mineral deposit,WA,Gravel,121.2629,-28.7298
WABMINES CDS48930,mineral deposit,WA,Gravel,119.0812,-27.3726
WABMINES PJB0142,mineral deposit,WA,Gravel,121.8517,-28.8849
WABMINES PJB0464,mineral deposit,WA,Gravel,122.1748,-28.81
WABMINES CDS43425,mineral deposit,WA,Gravel,121.4596,-29.2036
WABMINES CDS45746,mineral deposit,WA,Gravel,120.5507,-29.3857
WABMINES CDS45748,mineral deposit,WA,Gravel,120.5517,-29.3887
WABMINES CDS45753,mineral deposit,WA,Gravel,120.5057,-29.2721
WABMINES CDS45771,mineral deposit,WA,Gravel,120.5121,-29.2984
WABMINES CDS43470,mineral deposit,WA,Gravel,121.4794,-29.088
WABMINES CDS43471,mineral deposit,WA,Gravel,121.4776,-29.0849
WABMINES CDS43476,mineral deposit,WA,Gravel,121.4676,-29.1218
WABMINES CDS44771,mineral deposit,WA,Gravel,122.1784,-28.6224
WABMINES CDS44773,mineral deposit,WA,Gravel,122.1424,-28.6384
WABMINES CDS44774,mineral deposit,WA,Gravel,122.1426,-28.6405
WABMINES CDS44775,mineral deposit,WA,Gravel,122.1319,-28.6582
WABMINES CDS44776,mineral deposit,WA,Gravel,122.1287,-28.6615
WABMINES CDS44777,mineral deposit,WA,Gravel,122.0556,-28.7119
WABMINES CDS44780,mineral deposit,WA,Gravel,122.0269,-28.7318
WABMINES CDS44781,mineral deposit,WA,Gravel,122.0272,-28.734
WABMINES CDS44783,mineral deposit,WA,Gravel,121.992,-28.7544
WABMINES CDS44784,mineral deposit,WA,Gravel,121.9764,-28.7566
WABMINES CDS44785,mineral deposit,WA,Gravel,121.8842,-28.8128
WABMINES CDS45782,mineral deposit,WA,Gravel,120.5123,-29.2271
WABMINES CDS45784,mineral deposit,WA,Gravel,120.4792,-29.1514
WABMINES CDS45785,mineral deposit,WA,Gravel,120.4797,-29.1471
WABMINES CDS45786,mineral deposit,WA,Gravel,120.4787,-29.1467
WABMINES CDS45809,mineral deposit,WA,Gravel,120.5052,-29.229
WABMINES CDS44087,mineral deposit,WA,Gravel,121.9696,-28.8112
WABMINES CDS44094,mineral deposit,WA,Gravel,121.9861,-28.8184
WABMINES CDS45154,mineral deposit,WA,Gravel,120.4716,-29.1084
WABMINES CDS44570,mineral deposit,WA,Gravel,122.2625,-28.6948
WABMINES CDS44589,mineral deposit,WA,Gravel,122.1977,-28.7389
WABMINES CDS42933,mineral deposit,WA,Gravel,121.4655,-29.2312
WABMINES CDS42935,mineral deposit,WA,Gravel,121.465,-29.2308
WABMINES CDS42776,mineral deposit,WA,Gravel,121.474,-29.2708
WABMINES CDS42779,mineral deposit,WA,Gravel,121.4669,-29.2612
WABMINES CDS42780,mineral deposit,WA,Gravel,121.4673,-29.2614
WABMINES CDS42781,mineral deposit,WA,Gravel,121.4674,-29.2611
WABMINES CDS46064,mineral deposit,WA,Gravel,120.5827,-29.4589
WABMINES CDS46065,mineral deposit,WA,Gravel,120.5884,-29.4598
WABMINES CDS44700,mineral deposit,WA,Gravel,122.2017,-28.7518
WABMINES CDS42790,mineral deposit,WA,Gravel,121.4749,-29.2664
WABMINES CDS44757,mineral deposit,WA,Gravel,122.387,-28.5905
WABMINES CDS44761,mineral deposit,WA,Nickel,122.2411,-28.6128
WABMINES CDS44763,mineral deposit,WA,Gravel,122.1721,-28.6286
WABMINES CDS44764,mineral deposit,WA,Gravel,122.1645,-28.636
WABMINES CDS44765,mineral deposit,WA,Gravel,122.2046,-28.6036
WABMINES CDS44766,mineral deposit,WA,Gravel,122.2025,-28.607
WABMINES CDS44767,mineral deposit,WA,Gravel,122.1998,-28.6084
WABMINES CDS46073,mineral deposit,WA,Gravel,120.6119,-29.6304
WABMINES CDS46074,mineral deposit,WA,Gravel,120.6116,-29.6311
WABMINES CDS46075,mineral deposit,WA,Gravel,120.5874,-29.659
WABMINES CDS40246,mineral deposit,WA,Gravel,121.0435,-29.7088
WABMINES CDS46811,mineral deposit,WA,Gravel,120.5252,-29.7979
WABMINES TCL2976,mineral deposit,WA,Gravel,121.7303,-28.9748
WABMINES TCL2980,mineral deposit,WA,Gravel,121.7588,-28.9697
WABMINES TCL0894,mineral deposit,WA,Gravel,121.0308,-29.6628
WABMINES TCL5312,mineral deposit,WA,Gravel,120.5679,-29.7435
WABMINES TCL5313,mineral deposit,WA,Gravel,120.5681,-29.7436
WABMINES TCL3430,mineral deposit,WA,Gravel,121.8315,-28.8974
WABMINES TCL3431,mineral deposit,WA,Gravel,121.8466,-28.8837
WABMINES TCL3432,mineral deposit,WA,Gravel,121.8641,-28.8696
WABMINES TCL3437,mineral deposit,WA,Gravel,121.9995,-28.7948
WABMINES TCL3484,mineral deposit,WA,Gravel,122.0454,-28.7742
WABMINES TCL3565,mineral deposit,WA,Gravel,122.0537,-28.781
WABMINES TCL3573,mineral deposit,WA,Gravel,122.0521,-28.7726
WABMINES TCL3598,mineral deposit,WA,Gravel,122.0509,-28.7767
WABMINES TCL3625,mineral deposit,WA,Gravel,122.2351,-28.6999
WABMINES TCL3939,mineral deposit,WA,Gravel,122.2877,-28.6764
WABMINES TCL4206,mineral deposit,WA,Gravel,121.276,-28.7948
WABMINES TCL3941,mineral deposit,WA,Gravel,122.2974,-28.67
WABMINES TCL4495,mineral deposit,WA,Gravel,120.5183,-29.0377
WABMINES TCL4842,mineral deposit,WA,Gravel,120.5676,-29.7439
WABMINES TCL5198,mineral deposit,WA,Gravel,120.7273,-29.7432
WABMINES TCL5199,mineral deposit,WA,Gravel,120.6778,-29.7497
WABMINES TCL5200,mineral deposit,WA,Gravel,120.6774,-29.7493
WABMINES TCL5201,mineral deposit,WA,Gravel,120.676,-29.7495
WABMINES TCL5202,mineral deposit,WA,Gravel,120.6337,-29.7571
WABMINES TCL5204,mineral deposit,WA,Gravel,120.6346,-29.7597
WABMINES TCL5205,mineral deposit,WA,Gravel,120.633,-29.7592
WABMINES TCL5208,mineral deposit,WA,Gravel,120.6334,-29.7581
WABMINES PJB4024,mineral deposit,WA,Gravel,120.6382,-30.2164
WABMINES PJB1919,mineral deposit,WA,Gravel,120.5745,-29.7162
WABMINES PJB2978,mineral deposit,WA,Gravel,120.5282,-29.8913
WABMINES PJB5141,mineral deposit,WA,Gravel,119.3982,-28.1081
WABMINES PJB3981,mineral deposit,WA,Gravel,120.8656,-30.4875
WABMINES PJB3982,mineral deposit,WA,Gravel,120.8675,-30.493
WABMINES PJB3983,mineral deposit,WA,Gravel,120.8684,-30.4936
WABMINES PJB3985,mineral deposit,WA,Gravel,120.776,-30.3999
WABMINES PJB3986,mineral deposit,WA,Gravel,120.7613,-30.3886
WABMINES PJB3987,mineral deposit,WA,Gravel,120.7059,-30.3439
WABMINES WRO32604,mineral deposit,WA,Gravel,121.1276,-29.9408
WABMINES WRO32619,mineral deposit,WA,Stone - building stone,121.1304,-29.9401
WABMINES WRO32648,mineral deposit,WA,Gravel,121.1282,-29.946
WABMINES WRO32649,mineral deposit,WA,Gravel,121.1282,-29.9457
WABMINES WRO32650,mineral deposit,WA,Gravel,121.1281,-29.9455
WABMINES WRO32651,mineral deposit,WA,Gravel,121.1274,-29.9445
